,0
857,https://www.15min.lt/naujiena/aktualu/lietuva/dvisales-sutartys-gins-svietimo-darbuotoju-interesus-56-411454
858,https://www.15min.lt/naujiena/aktualu/nuomones/gintaras-steponavicius-30-milijonu-litu-dalybos-po-kilimu-18-413370
859,https://www.15min.lt/naujiena/aktualu/vilniaus-zinios/i-vilniaus-apsvietima-investuojama-108-milijonai-litu-793-413034
860,https://www.15min.lt/naujiena/aktualu/lietuva/vaiku-psichiatras-linas-slusnys-mokytojai-yra-lytinio-svietimo-stuburas-56-412112
861,https://www.15min.lt/verslas/naujiena/energetika/nauji-zibintai-vilniaus-gatvese-nebent-po-dveju-metu-664-410041
862,https://www.15min.lt/naujiena/aktualu/istorija/ldk-istorija-ona-paulina-sapiegaite-jablonovska-netradicine-kunigaikstiene-582-409514
863,https://www.15min.lt/gyvenimas/naujiena/namai/kaip-patalpos-apsvietimas-gali-paveikti-asmens-sprendimus-1034-409404
864,https://www.15min.lt/naujiena/aktualu/nuomones/irena-ramaneckiene-svietimo-reforma-be-lauktu-rezultatu-kodelciukai-18-409184
865,https://www.15min.lt/naujiena/aktualu/lietuva/negaledamas-vykti-i-narcizu-festivali-austrijoje-progimnazijos-aukletinis-patyre-socialine-atskirti-ir-emocini-nesauguma-56-408576
866,https://www.15min.lt/naujiena/aktualu/svietimas/pasauliniame-webometrics-reitinge-vgtu-soktelejo-aukstyn-233-408583
867,https://www.15min.lt/naujiena/aktualu/svietimas/tikslini-finansavima-gaunantys-studentai-baiminasi-nekvalifikuoto-darbo-233-407021
868,https://www.15min.lt/naujiena/aktualu/svietimas/studentai-ragina-ieskoti-papildomu-lesu-aukstajam-mokslui-233-406677
869,https://www.15min.lt/verslas/naujiena/finansai/lietuviams-labiausiai-rupi-ju-pinigine-maziausiai-aplinkos-tarsa-svietimas-ir-pensiju-sistema-662-406669
870,https://www.15min.lt/naujiena/aktualu/lietuva/daugiausia-pinigu-numatyta-technologijos-mokslams-56-405161
871,https://www.15min.lt/naujiena/aktualu/svietimas/svietimo-sistema-kaip-pakeisti-viska-is-esmes-233-404858
872,https://www.15min.lt/naujiena/aktualu/pasaulis/estijos-mokyklose-populiareja-kinu-kalba-57-404441
873,https://www.15min.lt/naujiena/aktualu/svietimas/daug-pasiekia-ne-gabiausi-o-daugiausia-dirbantys-233-404133
874,https://www.15min.lt/naujiena/aktualu/nuomones/rasa-jukneviciene-viesumas-ir-zmoniu-svietimas-esmine-priemone-atremti-kremliaus-propagandines-atakas-ir-informacini-kara-18-403312
875,https://www.15min.lt/naujiena/aktualu/lietuva/tevu-organizacijos-maisto-vilniaus-darzeliams-tiekimas-turi-buti-maziau-centralizuotas-56-403110
876,https://www.15min.lt/naujiena/aktualu/svietimas/svietimo-ir-mokslo-ministras-dainius-pavalkis-niekas-nezino-kokios-specialybes-bus-reikalingos-po-5-6-metu-233-403023
877,https://www.15min.lt/naujiena/aktualu/svietimas/dalyvaujanciosios-lyderystes-metodai-pades-tobulinti-svietimo-sistema-233-402159
878,https://www.15min.lt/naujiena/aktualu/lietuva/dar-viena-kremliaus-diversija-rusija-baltijos-salyse-kurs-mokyklu-tinkla-pagal-rusiskus-standartus-56-400041
879,https://www.15min.lt/naujiena/aktualu/lietuva/vilniaus-rajone-naujas-ikimokyklinio-ugdymo-skyrius-56-398932
880,https://www.15min.lt/naujiena/aktualu/lietuva/akademines-etikos-kontrolierius-netirs-anoniminiu-skundu-svarstoma-kviesti-sukciavusius-prisipazinti-56-396482
881,https://www.15min.lt/verslas/naujiena/bendroves/led-lemputes-pristatomi-siuolaikiski-apsvietimo-sprendimai-namams-663-395946
882,https://www.15min.lt/naujiena/aktualu/lietuva/nuo-2014-uju-pradzios-38-litais-didinamas-mokinio-krepselis-56-395873
883,https://www.15min.lt/naujiena/aktualu/lietuva/mergaites-skaito-ir-supranta-gamtos-mokslus-geriau-nei-berniukai-56-394673
884,https://www.15min.lt/naujiena/aktualu/lietuva/svietimo-strategija-2013-2022-opozicija-pasigenda-ambiciju-56-394431
885,https://www.15min.lt/naujiena/aktualu/lietuva/pedagogas-tobulinti-mirusia-ir-nereikalinga-svietimo-sistema-visiskai-nelogiska-56-394076
886,https://www.15min.lt/galerija/kerinti-sodybos-sviesos-instaliacija-lenkijoje-47336
887,https://www.15min.lt/naujiena/aktualu/lietuva/seimo-svietimo-mokslo-ir-kulturos-komiteto-nariams-pristatyti-aukstojo-mokslo-tarptautiskumo-skatinimo-rezultatai-56-393216
888,https://www.15min.lt/naujiena/aktualu/lietuva/svietimo-ir-mokslo-ministras-dainius-pavalkis-zada-didesni-finansavima-svietimui-56-392468
889,https://www.15min.lt/naujiena/aktualu/lietuva/edukologe-lilija-duobliene-dalis-mokytoju-i-mokyklas-noretu-grazinti-fizines-bausmes-56-392322
890,https://www.15min.lt/verslas/naujiena/finansai/vilniuje-40-litu-gali-brangti-mokestis-uz-vaiku-darzeli-662-391629
891,https://www.15min.lt/naujiena/aktualu/lietuva/licejaus-direktorius-saulius-jurkevicius-valstybine-svietimo-strategija-yra-fantastine-56-391331
892,https://www.15min.lt/naujiena/aktualu/lietuva/lietuvos-seimas-europos-parlamenta-pasmerke-uz-tai-ko-tas-nepadare-56-391248
893,https://www.15min.lt/naujiena/aktualu/lietuva/lytinis-svietimas-ne-vaikams-o-tevams-56-391051
894,https://www.15min.lt/naujiena/aktualu/lietuva/penktadieni-vilniaus-parodu-rumuose-litexpo-prasidejo-nacionaline-svietimo-paroda-mokykla-56-390239
895,https://www.15min.lt/naujiena/aktualu/lietuva/ar-mokyklos-konvejeris-gali-tapti-individualybiu-kalve-56-389886
896,https://www.15min.lt/naujiena/laisvalaikis/ivykiai/parodos-mokykla-2013-lankytojai-kvieciami-mokytis-aktyviai-291-390039
897,https://www.15min.lt/naujiena/aktualu/lietuva/kaip-daile-gali-padeti-mokytis-chemijos-56-389635
898,https://www.15min.lt/naujiena/aktualu/lietuva/mokyklos-pokyciai-mazesnis-rastingumas-didele-televizijos-itaka-svajones-emigruoti-56-389859
899,https://www.15min.lt/naujiena/aktualu/interviu/edukologe-austeja-landsbergiene-atsakymo-kodel-lietuviai-pirmauja-pagal-savizudybiu-skaiciu-galime-ieskoti-darzeliuose-599-389647
900,https://www.15min.lt/galerija/vilniaus-gedimino-prospektas-siemet-svyti-melynomis-ir-baltomis-kaledu-zvaigzdemis-46660
901,https://www.15min.lt/verslas/naujiena/mokslas-it/skaitmeninio-pasaulio-realybe-mokytojas-imigrantas-mokinys-ciabuvis-1290-388452
902,https://www.15min.lt/gazas/galerija/neveikiantys-apsvietimo-stulpai-domeikavos-gyvenvietes-vandziogalos-g-46552
903,https://www.15min.lt/vardai/naujiena/archyvas/nuo-gruodzio-menesio-lrt-eteryje-startuoja-nauja-laida-tevu-klase-1060-388389
904,https://www.15min.lt/ikrauk/naujiena/pasiskusk/skaitytojo-skundas-domeikavos-pagrindineje-gatveje-irengtas-apsvietimas-uz-es-lesas-taciau-prie-pesciuju-pereju-jis-isjungtas-522-388062
905,https://www.15min.lt/naujiena/aktualu/lietuva/kauno-valdzia-mokyklas-nori-raginti-pirmadienius-pradeti-himnu-56-388012
906,https://www.15min.lt/naujiena/aktualu/lietuva/kas-yra-musu-vaikai-vidutinybes-busimieji-lyderiai-ar-komandos-nariai-56-386479
907,https://www.15min.lt/galerija/sviesu-potepiai-naktiniame-vilniuje-46390
908,https://www.15min.lt/naujiena/aktualu/lietuva/lietuvoje-mokyklas-anksti-palieka-maziau-jaunuoliu-nei-es-56-385767
909,https://www.15min.lt/gyvenimas/naujiena/namai/namu-apsvietimas-taupiosiomis-lemputemis-pagal-dova-serapina-1034-385175
910,https://www.15min.lt/naujiena/aktualu/svietimas/neteisingi-ministro-dainiaus-pavalkio-pasisakymai-gali-atvesti-i-teisma-233-384703
911,https://www.15min.lt/naujiena/aktualu/lietuva/vilniaus-rajono-savivaldybe-atsikirto-lietuviu-nediskriminuojame-56-384532
912,https://www.15min.lt/naujiena/aktualu/lietuva/prie-vilniaus-rajono-savivaldybes-reikalavimai-leisti-vaikams-mokytis-lietuviu-kalba-56-384278
913,https://www.15min.lt/naujiena/aktualu/svietimas/smunkantis-jaunuju-pedagogu-lygis-ne-beda-siais-laikais-reikia-lyderio-o-ne-enciklopedininko-233-383184
914,https://www.15min.lt/naujiena/aktualu/pasaulis/kinijos-vaikai-apie-tai-is-kur-jie-atsiranda-ir-seksa-suzino-is-smaiksciu-filmuku-57-383004
915,https://www.15min.lt/naujiena/aktualu/svietimas/ataskaita-lietuvos-svietimo-sistema-pranasesne-net-uz-jungtines-karalystes-233-382421
916,https://www.15min.lt/naujiena/aktualu/lietuva/tamsoje-skendintys-sveksniskiai-originaliai-reikalavo-sviesos-56-381961
917,https://www.15min.lt/naujiena/aktualu/komentarai/kristina-aksamitaite-uzmojai-ivesti-fiksuota-studiju-imoka-kuo-tai-baigsis-500-381027
918,https://www.15min.lt/naujiena/aktualu/lietuva/viltis-kretingos-rajono-kaimui-dar-viena-darzelio-grupe-56-380952
919,https://www.15min.lt/verslas/naujiena/versli-lietuva/klaipedieciai-ruosiasi-pasauli-uzkariauti-led-sviestuvais-akvariumams-543-380771
920,https://www.15min.lt/naujiena/aktualu/lietuva/seimo-nariu-pasiulymai-biudzetui-nuo-mokyklu-remonto-iki-kulturininku-algu-kelimo-56-380338
921,https://www.15min.lt/naujiena/aktualu/lietuva/kaune-prasideda-svarbiausias-lietuvos-pirmininkavimo-es-renginys-jaunimui-56-379032
922,https://www.15min.lt/naujiena/aktualu/lietuva/pasirenkamojo-vaiku-svietimo-finansavimas-tik-nuo-2015-metu-56-378904
923,https://www.15min.lt/naujiena/aktualu/lietuva/nacionaliniais-norima-paversti-moksleiviu-projektus-apie-korupcija-krastotyra-tarpusavio-pagalba-56-378473
924,https://www.15min.lt/naujiena/aktualu/lietuva/po-pamoku-burelius-gales-lankyti-keliskart-daugiau-norinciu-vaiku-56-378226
925,https://www.15min.lt/naujiena/aktualu/lietuva/vilniaus-gatviu-apsvietejai-zibintu-kol-kas-negesinsime-bet-norime-savo-algu-56-378175
926,https://www.15min.lt/naujiena/aktualu/vilniaus-zinios/savivaldybiu-reitingas-svietimo-srityje-pirmauja-vilnius-793-377482
927,https://www.15min.lt/naujiena/aktualu/nuomones/gintaras-steponavicius-naujos-studiju-programos-butent-tai-ko-reikia-18-377285
928,https://www.15min.lt/naujiena/aktualu/svietimas/lietuvos-studentu-sajungos-vadovas-paulius-baltokas-norint-ivesti-nemokama-moksla-lietuvoje-reiketu-apie-40-mln-papildomu-litu-per-metus-233-377233
929,https://www.15min.lt/verslas/naujiena/mokslas-it/pradedama-nacionalinio-fiziniu-ir-technologijos-mokslu-centro-statyba-1290-376377
930,https://www.15min.lt/naujiena/aktualu/svietimas/neformalusis-ugdymas-gelbejimosi-ratas-ir-atsvara-formaliajam-233-376281
931,https://www.15min.lt/naujiena/aktualu/interviu/vilniaus-licejaus-direktorius-saulius-jurkevicius-prastos-mokiniu-zinios-yra-gresme-valstybei-599-374414
932,https://www.15min.lt/naujiena/aktualu/lietuva/pav-56-374301
933,https://www.15min.lt/naujiena/aktualu/lietuva/svietimo-profsajungos-siulo-mokytoju-algas-kelti-jiems-leidus-mokyklose-uzsiimti-neformaliu-suaugusiuju-svietimu-56-374213
934,https://www.15min.lt/naujiena/aktualu/mokslo-metas/svietimo-ministras-dainius-pavalkis-pripazista-kad-svietimo-kokybe-kaimo-ir-miesto-mokyklose-skiriasi-394-369730
935,https://www.15min.lt/naujiena/aktualu/mokslo-metas/specialiame-interneto-portale-tevai-ras-atsakymus-i-ikimokyklinio-amziaus-vaiku-klausimus-394-369453
936,https://www.15min.lt/naujiena/aktualu/lietuva/lietuva-2030-aisiais-ismaniuju-technologiju-ar-pigios-darbo-jegos-salis-56-368967
937,https://www.15min.lt/naujiena/aktualu/pasaulis/meksiko-policija-susireme-su-streikavusiais-mokytojais-57-369064
938,https://www.15min.lt/naujiena/aktualu/lietuva/didmiesciu-vadovai-nebenori-moketi-uz-moksleiviu-veziojima-is-kaimu-56-368922
939,https://www.15min.lt/naujiena/aktualu/lietuva/palangos-papludimiuose-ketinama-statyti-apsvietimo-stulpus-56-368380
940,https://www.15min.lt/naujiena/aktualu/nuomones/ruta-vainiene-tas-netikes-ekonomines-politikos-lankstumas-18-367955
941,https://www.15min.lt/naujiena/aktualu/nusikaltimaiirnelaimes/tamsios-siauliu-miesto-gatves-atveria-kelia-nusikaltimams-59-367676
942,https://www.15min.lt/naujiena/aktualu/pasaulis/somalio-vaiku-svietimo-svarba-lankys-mokykla-neisitrauks-i-gaujas-57-367636
943,https://www.15min.lt/naujiena/aktualu/emigrantai/del-imigrantu-gausos-bei-didelio-gimstamumo-didziosios-britanijos-mokyklose-ima-trukti-vietu-592-367246
944,https://www.15min.lt/naujiena/aktualu/nuomones/emilis-ruzele-pasirink-viska-tik-ne-moksla-18-367082
945,https://www.15min.lt/naujiena/aktualu/svietimas/svietimo-ir-mokslo-ministras-dainius-pavalkis-uzsienieciai-studijas-lietuvoje-renkasi-del-pigaus-alaus-ir-graziu-merginu-233-366497
946,https://www.15min.lt/naujiena/aktualu/lietuva/klaipedos-valdzia-ilgas-eiles-i-darzelius-sklaidys-drastiskai-5-dienas-nepasirodziusi-vaika-isbrauks-56-366298
947,https://www.15min.lt/naujiena/aktualu/mokslo-metas/vienintele-salyje-svietimo-paroda-mokykla-2013-skelbia-siu-metu-akcentus-394-366134
948,https://www.15min.lt/naujiena/aktualu/mokslo-metas/profesines-mokyklas-sturmuoja-rekordinis-mokiniu-skaicius-394-366123
949,https://www.15min.lt/naujiena/aktualu/mokslo-metas/kodel-premjerui-patogu-meluoti-apie-isgelbetas-150-mokyklu-394-365672
950,https://www.15min.lt/naujiena/aktualu/mokslo-metas/prasideda-nauji-mokslo-metai-394-365451
951,https://www.15min.lt/maistas/galerija/jaukus-apsvietimas-vakarojimui-lauke-43475
952,https://www.15min.lt/naujiena/aktualu/lietuva/tiesiogineje-15min-lt-vaizdo-konferencijoje-svietimo-ir-mokslo-ministras-dainius-pavalkis-56-365050
953,https://www.15min.lt/naujiena/aktualu/nuomones/valentinas-stundys-svietimas-tarp-modernybes-ir-tradicijos-18-364545
954,https://www.15min.lt/naujiena/aktualu/mokslo-metas/mokiniu-skaiciui-vis-mazejant-klaipedoje-be-darbo-liks-pussimtis-pedagogu-394-364576
955,https://www.15min.lt/naujiena/aktualu/lietuva/15min-lt-tiesiogineje-konferencijoje-dalyvaus-svietimo-ir-mokslo-ministras-dainius-pavalkis-56-364425
956,https://www.15min.lt/naujiena/aktualu/mokslo-metas/kol-visoje-lietuvoje-skaiciuojami-tusti-mokyklu-suolai-vilniaus-mokyklose-bus-daugiau-ir-pirmoku-ir-abiturientu-394-364092
957,https://www.15min.lt/naujiena/aktualu/mokslo-metas/nauja-svietimo-strategija-teikiama-vyriausybei-394-364159
958,https://www.15min.lt/naujiena/aktualu/lietuva/mokykloje-kaune-diegiama-pirmoji-baltijos-salyse-intelektuali-apsvietimo-sistema-56-363342
959,https://www.15min.lt/naujiena/aktualu/istorija/ldk-istorija-moteru-svietimas-ir-patriotinis-ugdymas-apsvietos-epochoje-582-362869
960,https://www.15min.lt/naujiena/aktualu/lietuva/svietimo-sistemos-uzribis-visiskai-sveiki-romu-vaikai-auklejami-internatuose-su-elgesio-ir-psichikos-sutrikimu-turinciais-vaikais-56-362752
961,https://www.15min.lt/naujiena/aktualu/lietuva/be-dvieju-nedideliu-lietuvisku-mokyklu-likes-punskas-siemet-tikisi-finansiskai-atsigauti-56-361907
962,https://www.15min.lt/naujiena/aktualu/lietuva/gatviu-apsvietimo-ismaniosios-technologijos-kol-kas-neapsimoka-56-361062
963,https://www.15min.lt/naujiena/aktualu/lietuva/mokykline-kuprine-sunki-ir-tevams-ir-vaikams-56-361046
964,https://www.15min.lt/gyvenimas/naujiena/sveikata/mokslo-metams-reikia-ruosti-ne-tik-vaiko-kuprine-bet-ir-pati-vaika-1028-359650
965,https://www.15min.lt/vardai/naujiena/muzika/jameso-morrisono-pageidavimai-festivalyje-granatos-live-7-persirengimo-kambariai-apsvietimas-is-jav-fortepijonas-is-vokietijos-ir-sveikas-maistas-1054-358274
966,https://www.15min.lt/naujiena/aktualu/interviu/antropologe-pia-christensen-svarbu-neisprausti-vaiku-i-juos-ribojancias-erdves-599-357308
967,https://www.15min.lt/naujiena/aktualu/lietuva/premjeras-algirdas-butkevicius-finansavimas-svietimui-neturetu-mazeti-56-356619
968,https://www.15min.lt/naujiena/aktualu/svietimas/prasymus-studijuoti-aukstosiose-mokyklose-pateike-per-37-tukst-asmenu-233-355912
969,https://www.15min.lt/naujiena/aktualu/pasaulis/malala-yousafzai-zada-kad-uzpuolimas-jos-nenutildys-57-353229
970,https://www.15min.lt/pasaulis-kiseneje/naujiena/kelioniu-pulsas/du-britu-mokytojai-aplink-pasauli-keliauja-motorine-riksa-637-353009
971,https://www.15min.lt/naujiena/aktualu/lietuva/valstybes-kontrole-neformaliojo-svietimo-pletros-politika-suaugusiuju-mokytis-neskatina-56-351894
972,https://www.15min.lt/naujiena/aktualu/lietuva/informacija-apie-laisvas-vietas-lazdiju-rajono-darzeliuose-ir-mokyklose-internete-56-349709
973,https://www.15min.lt/naujiena/aktualu/pasaulis/lytinio-svietimo-pamokos-metu-nualpo-6-vaikai-57-349203
974,https://www.15min.lt/verslas/naujiena/finansai/dainius-pavalkis-svietimui-ir-mokslui-tenkanti-bvp-dalis-maziausia-per-desimtmeti-662-348323
975,https://www.15min.lt/naujiena/aktualu/svietimas/mokyklini-lietuviu-kalbos-egzamina-islaike-per-96-proc-kandidatu-233-345320
976,https://www.15min.lt/naujiena/aktualu/svietimas/tarp-stojanciuju-vel-populiariausi-socialiniai-mokslai-233-345265
977,https://www.15min.lt/naujiena/aktualu/lietuva/vytautas-landsbergis-europos-svietimas-apie-baltijos-krastu-likima-ilgas-ir-kantrus-darbas-56-345009
978,https://www.15min.lt/naujiena/aktualu/lietuva/galutinis-verdiktas-siauliu-savivaldybeje-pazeistas-istatymas-56-338670
979,https://www.15min.lt/naujiena/aktualu/lietuva/lietuvos-mokiniu-neformaliojo-svietimo-centro-atsakas-i-paaugliu-konsultantu-priekaistus-profesinio-orientavimo-sistema-nezlugdoma-56-338196
980,https://www.15min.lt/naujiena/aktualu/svietimas/abiturientai-pradeda-laikyti-muzikologijos-egzamina-233-336614
981,https://www.15min.lt/naujiena/aktualu/lietuva/mokiniu-profesinio-konsultavimo-sistema-jau-griuna-ne-metu-neisdirbe-konsultantai-nauju-darbo-sutarciu-nesulauke-56-336337
982,https://www.15min.lt/verslas/naujiena/finansai/vilniaus-gatviu-apsvietimo-tinklu-konkurse-citelum-strabag-ir-gemmo-kompanijos-662-335869
983,https://www.15min.lt/naujiena/aktualu/lietuva/punske-gali-buti-uzdaryta-viena-lietuviska-mokykla-arba-visos-trys-paverstos-pradinemis-56-335668
984,https://www.15min.lt/gyvenimas/naujiena/namai/sviestuveliai-romantiskam-vakarojimui-lauke-1034-333410
985,https://www.15min.lt/maistas/naujiena/virtuve/naujausios-virtuves-dizaino-tendencijos-pasidomekite-1044-333449
986,https://www.15min.lt/naujiena/aktualu/komentarai/kalbos-paradoksai-lietuvoje-500-332805
987,https://www.15min.lt/gyvenimas/naujiena/sveikata/kaip-isvengti-vezio-naviku-keturi-klipai-1028-332670
988,https://www.15min.lt/verslas/naujiena/energetika/palangos-papludimiuose-nebebus-tamsos-664-329038
989,https://www.15min.lt/naujiena/aktualu/svietimas/europos-studentija-kyla-pries-biudzeto-mazinima-svietimui-233-328733
990,https://www.15min.lt/verslas/naujiena/versli-lietuva/jaunimo-nedarbas-ne-tik-svietimo-sistemos-bet-ir-verslo-problema-543-328699
991,https://www.15min.lt/ikrauk/naujiena/as-manau/birute-marija-kontrimaite-svietimas-lietuvos-mokyklose-blogiausias-pasaulyje-516-327956
992,https://www.15min.lt/verslas/naujiena/finansai/kas-devintas-lietuvis-dirba-svietimo-sektoriuje-662-325334
993,https://www.15min.lt/naujiena/aktualu/emigrantai/migrantu-vaikams-dazniau-tenka-mokytis-prastose-mokyklose-592-325070
994,https://www.15min.lt/naujiena/aktualu/svietimas/valstybei-butiniems-specialistams-rengti-tikslinis-studiju-finansavimas-233-322258
995,https://www.15min.lt/naujiena/aktualu/komentarai/mazvydas-karalius-ar-esame-ir-liksime-berasciu-tauta-500-321898
996,https://www.15min.lt/naujiena/aktualu/lietuva/taurages-rajone-del-mokiniu-stygiaus-uzdaroma-ka-tik-uz-2-mln-lt-po-gaistro-atstatyta-sakviecio-mokykla-56-321922
997,https://www.15min.lt/naujiena/aktualu/interviu/lietuvoje-neliko-vidutiniskai-rasanciu-vaiku-arba-puikiai-arba-gausybe-klaidu-599-321144
998,https://www.15min.lt/naujiena/aktualu/svietimas/cileje-per-studentu-protesta-raginanti-reformuoti-svietimo-sistema-kilo-susiremimai-233-320839
999,https://www.15min.lt/naujiena/aktualu/lietuva/svarstoma-punsko-valsciuje-neuzdaryti-vienos-ar-dvieju-lietuvisku-mokyklu-56-320541
1000,https://www.15min.lt/naujiena/laisvalaikis/ivairenybes/nigerijoje-pastatyta-plaukiojanti-mokykla-61-319654
1001,https://www.15min.lt/naujiena/aktualu/svietimas/meiles-luksienes-metams-pamineti-planuojama-skirti-0-5-mln-litu-233-318948
1002,https://www.15min.lt/gyvenimas/naujiena/namai/fotografijos-interjere-kaip-joms-surasti-tinkama-vieta-1034-318654
1003,https://www.15min.lt/naujiena/aktualu/lietuva/llra-pirmininkas-valdemaras-tomasevskis-siulo-mokyklose-privalomai-mokyti-ne-tikybos-o-religiju-56-318302
1004,https://www.15min.lt/naujiena/aktualu/lietuva/svietimo-ir-mokslo-viceministras-rimantas-vaitkus-sprendziant-tautiniu-mazumu-svietimo-klausimus-reikia-tureti-daugiau-jautrumo-56-317879
1005,https://www.15min.lt/verslas/naujiena/finansai/penktadieni-lietuvoje-pirmakart-minima-vaiku-finansinio-svietimo-diena-662-316239
1006,https://www.15min.lt/naujiena/laisvalaikis/ivairenybes/indijos-mokykloje-po-metro-tiltu-pamokas-veda-parduotuves-savininkas-61-316005
1007,https://www.15min.lt/naujiena/aktualu/lietuva/siauliu-mokyklu-jungtuviu-kadrilis-tesiasi-56-315187
1008,https://www.15min.lt/naujiena/aktualu/lietuva/siauliu-rajono-gyventojai-vis-dar-nezino-ar-nuo-rugsejo-pirmosios-ju-vaikai-gales-lankyti-neformaliojo-svietimo-istaigas-56-313106
1009,https://www.15min.lt/naujiena/aktualu/lietuva/lietuvos-lenku-rinkimu-akcijos-atstovai-siulo-tikybos-mokyti-privalomai-56-312755
1010,https://www.15min.lt/verslas/naujiena/karjera/andrius-kubilius-svajojau-tapti-geriausiu-poetu-lietuvoje-o-tapau-politiku-666-309026
1011,https://www.15min.lt/naujiena/aktualu/lietuva/llra-is-koalicijos-nebesitraukia-56-308386
1012,https://www.15min.lt/naujiena/aktualu/lietuva/prezidentes-patareja-virginija-budiene-reikia-stengtis-issaugoti-lietuviskas-punsko-mokyklas-56-308331
1013,https://www.15min.lt/naujiena/aktualu/komentarai/rimvydas-valatka-tikros-ir-tariamos-gresmes-500-307800
1014,https://www.15min.lt/naujiena/aktualu/lietuva/parlamentarams-norima-siulyti-nesvarstyti-neformaliojo-suaugusiuju-svietimo-istatymo-56-307759
1015,https://www.15min.lt/naujiena/aktualu/lietuva/koalicijos-partneriai-nusileido-lenku-ultimatumui-lietuviu-kalbos-egzaminas-kitakalbiams-bus-trumpesnis-56-305816
1016,https://www.15min.lt/naujiena/aktualu/svietimas/dainius-pavalkis-studiju-krepseliu-pasiskirstymo-krypciu-bus-astuoniomis-daugiau-233-305671
1017,https://www.15min.lt/naujiena/aktualu/lietuva/algirdas-butkevicius-lietuviu-kalbos-egzaminas-tautiniu-mazumu-atstovams-velinamas-nebus-56-304820
1018,https://www.15min.lt/naujiena/aktualu/svietimas/medicinos-studijos-latvijoje-vilioja-jaunuolius-is-visos-europos-233-304385
1019,https://www.15min.lt/verslas/naujiena/finansai/milijardierius-billas-gatesas-rado-sprendima-visoms-pasaulio-problemoms-662-303785
1020,https://www.15min.lt/naujiena/aktualu/pasaulis/didziosios-britanijos-vyriausybe-negalesime-apsaugoti-mokytoju-atsisakanciu-mokyti-vaikus-apie-homoseksualu-santuokas-57-304038
1021,https://www.15min.lt/naujiena/aktualu/svietimas/universitetai-siekia-didesnio-finansavimo-233-302969
1022,https://www.15min.lt/naujiena/aktualu/svietimas/svietimo-ministras-svarsto-didinti-mobiluma-tarp-profesiniu-mokyklu-kolegiju-ir-universitetu-233-299587
1023,https://www.15min.lt/naujiena/aktualu/lietuva/paskirta-dauguma-po-pertraukos-veikla-pradesiancios-svietimo-tarybos-nariu-56-298543
1024,https://www.15min.lt/naujiena/aktualu/lietuva/svietimo-profsajungos-siulo-mokinio-krepseli-keisti-klases-krepseliu-56-295942
1025,https://www.15min.lt/verslas/naujiena/mokslas-it/ryskios-nakties-sviesos-temdo-net-atokiausius-teleskopus-1290-295895
1026,https://www.15min.lt/naujiena/aktualu/lietuva/kauno-savivaldybes-planai-modernizavus-miesto-apsvietimo-sistema-sutaupyti-1-4-mln-litu-56-295116
1027,https://www.15min.lt/naujiena/aktualu/lietuva/vilniuje-26-pesciuju-perejose-irengtas-kryptinis-apsvietimas-56-294104
1028,https://www.15min.lt/verslas/naujiena/finansai/apie-pinigus-mokyklose-mokosi-vos-41-proc-vaiku-662-293326
1029,https://www.15min.lt/naujiena/aktualu/nuomones/ruta-vainiene-ne-bridzitos-dzouns-naujametine-rezoliucija-18-292798
1030,https://www.15min.lt/naujiena/aktualu/lietuva/svietimo-profsajungu-atstovai-svietimas-nera-verslas-cia-neimanoma-taupyti-56-290286
1031,https://www.15min.lt/naujiena/aktualu/lietuva/modernizuoti-vilniaus-gatviu-apsvietima-panoro-penkios-tarptautines-kompanijos-56-289784
1032,https://www.15min.lt/ikrauk/naujiena/fotopolicija/vidury-dienos-vilniuje-neisjungtas-gatviu-apsvietimas-519-288182
1033,https://www.15min.lt/naujiena/aktualu/interviu/lenkijos-istorike-katarzyna-korzeniewska-apie-santykius-su-lietuviais-gyvenome-uzmarsties-ar-abipuses-meiles-iliuzijoje-599-287797
1034,https://www.15min.lt/naujiena/aktualu/interviu/leonidas-donskis-didziosios-partijos-nesirinktu-nepriklausomo-inteligento-jos-renkasi-599-287904
1035,https://www.15min.lt/naujiena/aktualu/lietuva/kauno-metu-svieteja-tapo-antano-smetonos-gimnazijos-lietuviu-kalbos-mokytoja-jurate-slaviniene-56-287521
1036,https://www.15min.lt/verslas/naujiena/mokslas-it/microsoft-investuoja-250-mln-jav-doleriu-i-svietima-visame-pasaulyje-1290-285887
1037,https://www.15min.lt/naujiena/aktualu/interviu/smurto-seimoje-ekspertas-russelas-funkas-vyrai-vis-dar-negalvoja-kad-moterys-yra-tokios-pat-vertingos-kaip-jie-599-285691
1038,https://www.15min.lt/naujiena/aktualu/nuomones/emilis-ruzele-krepseliai-liks-tik-kieno-rankose-18-284778
1039,https://www.15min.lt/verslas/naujiena/finansai/skrudzo-kaledos-jav-barackas-obama-perspeja-kad-siemet-sventes-jav-gali-buti-liesos-662-284471
1040,https://www.15min.lt/verslas/naujiena/bendroves/gyventojai-del-neapsviestu-gatviu-daro-spaudima-savivaldybems-663-284665
1041,https://www.15min.lt/naujiena/aktualu/lietuva/svietimo-mokslo-ir-kulturos-komitetas-aptare-kuruojamu-sriciu-aktualijas-56-283496
1042,https://www.15min.lt/verslas/naujiena/finansai/geriausia-gyventi-klaipedoje-sunkiausia-sakiu-rajone-662-283231
